Orders for: a


Pending orders:
| Name                      |      Type      | Paid? |    Size    |  Price  |   Weight   | ID        |
| orpuf                     | Parcel         | No    | 2048.84    | $19.53  | 14.57 kg   | 225       |
| orxekv                    | Envelope       | No    | 782.00     | $7.40   | 45.41 kg   | 879       |
| osmtjhbnmnyrfabyfnfnc     | Envelope       | No    | 507.72     | $4.65   | 63.24 kg   | 995       |
| ouoxvyppkqacgbplsnp       | Parcel         | No    | 99316.42   | $105.90 | 5.49 kg    | 766       |
| owaqezdlmwafcozvqciewgke  | Envelope       | No    | 145.68     | $2.00   | 50.68 kg   | 382       |
| owrqeatqbmmilpoxbipw      | Parcel         | No    | 209386.65  | $226.52 | 14.28 kg   | 534       |
| oxderklgbxgognwyu         | Envelope       | No    | 997.08     | $9.55   | 19.25 kg   | 508       |
| oxkykdaobdcds             | Parcel         | No    | 581469.37  | $658.84 | 64.48 kg   | 708       |
| oyhdobnxpwd               | Parcel         | No    | 4517.14    | $15.30  | 8.99 kg    | 821       |
| ozqiwor                   | Parcel         | No    | 130066.21  | $172.99 | 35.77 kg   | 426       |
| ozuxlybgxyupq             | Truck Delivery | No    | Special    | $104.10 | 145.08 kg  | 955       |
| pavytodpjd                | Truck Delivery | No    | Special    | $300.59 | 308.82 kg  | 417       |
| pbpmblxnkeofmniumjcafc    | Envelope       | No    | 119.05     | $2.00   | 5.22 kg    | 274       |
| pbywe                     | Truck Delivery | No    | Special    | $50.00  | 78.91 kg   | 746       |
| pdbsgtffkbykeuhnfzngkpmv  | Envelope       | No    | 962.83     | $9.20   | 2.57 kg    | 494       |
| pdrsykhbutsnuwjppgdeebj   | Envelope       | No    | 8.90       | $2.00   | 89.62 kg   | 367       |
| peemnqyg                  | Envelope       | No    | 399.68     | $3.57   | 22.25 kg   | 653       |
| pemtlpshwwuyqhqva         | Truck Delivery | No    | Special    | $72.54  | 118.79 kg  | 765       |
| peuddfeimozyfrqmfoziss    | Envelope       | No    | 464.83     | $4.22   | 36.52 kg   | 420       |
| pewoxvkzdnrluzlw          | Truck Delivery | No    | Special    | $122.58 | 160.49 kg  | 650       |
| pfbktbwzfahoevnhxbrhhfobg | Truck Delivery | No    | Special    | $88.13  | 131.77 kg  | 262       |
| pfdcyqtrcvvvtrffvpekkqmcu | Parcel         | No    | 4239.48    | $56.47  | 43.52 kg   | 155       |
| pfobgmh                   | Envelope       | No    | 132.39     | $2.00   | 57.72 kg   | 561       |
| pfqdsmvstmmwwwqknn        | Parcel         | No    | 14937.67   | $88.40  | 61.22 kg   | 338       |
| phpcolpkku                | Envelope       | No    | 241.73     | $2.00   | 52.97 kg   | 898       |
| pikpqudmomikppzhdh        | Envelope       | No    | 623.32     | $5.81   | 45.13 kg   | 292       |
| pkkcafcomvntmdhzxlef      | Truck Delivery | No    | Special    | $192.88 | 219.07 kg  | 215       |
| plkhju                    | Envelope       | No    | 268.55     | $2.26   | 9.87 kg    | 277       |
| pmivezzhklqxaplw          | Parcel         | No    | 295911.18  | $334.23 | 31.94 kg   | 757       |
| pmjtgl                    | Parcel         | No    | 54334.44   | $59.91  | 4.65 kg    | 390       |
| pmtrbqbp                  | Truck Delivery | No    | Special    | $201.84 | 226.53 kg  | 860       |
| pnrvystm                  | Envelope       | No    | 0.84       | $2.00   | 2.88 kg    | 2         |
| pnzoipzwdmkrbhdntdkv      | Truck Delivery | No    | Special    | $205.22 | 229.35 kg  | 568       |
| pomoisj                   | Envelope       | No    | 43.18      | $2.00   | 17.79 kg   | 607       |
| poohrmtaxrykr             | Parcel         | No    | 24836.66   | $36.26  | 9.52 kg    | 740       |
| pqqidclzxsq               | Envelope       | No    | 199.98     | $2.00   | 77.25 kg   | 507       |
| psavnseaeyrqqnbucwxglpxx  | Envelope       | No    | 564.29     | $5.22   | 19.18 kg   | 786       |
| ptqqweaafjeqiozpyfauuqm   | Truck Delivery | No    | Special    | $89.51  | 132.92 kg  | 147       |
| puoqhi                    | Envelope       | No    | 512.21     | $4.70   | 96.76 kg   | 61        |
| pvvcvoidwmtp              | Envelope       | No    | 22.55      | $2.00   | 3.77 kg    | 246       |
| pvwnuh                    | Truck Delivery | No    | Special    | $118.02 | 156.69 kg  | 937       |
| pvytnev                   | Truck Delivery | No    | Special    | $192.71 | 218.92 kg  | 918       |
| pwaafxmmqjhfmimak         | Truck Delivery | No    | Special    | $50.00  | 27.74 kg   | 905       |
| pwkczxrxopeneuxflgbdwj    | Envelope       | No    | 441.73     | $3.99   | 27.46 kg   | 419       |
| pxoebjnrzodfafpcsxaxluopb | Parcel         | No    | 323338.12  | $341.48 | 15.12 kg   | 787       |
| pypmcrjkgireznuqrqci      | Envelope       | No    | 47.52      | $2.00   | 51.97 kg   | 835       |
| pzujroolaulkabpor         | Envelope       | No    | 424.65     | $3.82   | 4.60 kg    | 763       |
| pzvvz                     | Parcel         | No    | 38834.39   | $116.79 | 64.97 kg   | 586       |
| qaqjasi                   | Envelope       | No    | 999.55     | $9.57   | 49.45 kg   | 564       |
| qbhxyehktusdgzx           | Truck Delivery | No    | Special    | $56.36  | 105.30 kg  | 421       |
| qbkdmzoizgqipza           | Envelope       | No    | 89.48      | $2.00   | 57.74 kg   | 236       |
| qccasd                    | Parcel         | No    | 46658.93   | $85.69  | 32.52 kg   | 451       |
| qcjkqz                    | Truck Delivery | No    | Special    | $168.86 | 199.05 kg  | 569       |
| qdgbnpzlerqooveibtu       | Envelope       | No    | 203.85     | $2.00   | 39.82 kg   | 697       |
| qflduuveo                 | Envelope       | No    | 492.07     | $4.50   | 66.51 kg   | 41        |
| qfqmfstqhpfmcpmfdc        | Truck Delivery | No    | Special    | $263.55 | 277.95 kg  | 491       |
| qfxkgjtoepfovtbmxolapgq   | Truck Delivery | No    | Special    | $50.00  | 37.34 kg   | 951       |
| qkrud                     | Truck Delivery | No    | Special    | $183.17 | 210.97 kg  | 357       |
| qleprx                    | Envelope       | No    | 1567.34    | $15.25  | 50.45 kg   | 119       |
| qljtkvnbimpdkyebcwlfk     | Parcel         | No    | 16219.83   | $25.75  | 7.95 kg    | 384       |
| qlwqi                     | Truck Delivery | No    | Special    | $200.85 | 225.71 kg  | 433       |
| qlyyfesoykmvay            | Parcel         | No    | 171221.32  | $179.65 | 7.03 kg    | 536       |
| qmxcycykwj                | Envelope       | No    | 118.22     | $2.00   | 70.69 kg   | 941       |
| qnkqitxgiigquskwtcznlte   | Envelope       | No    | 1283.13    | $12.41  | 84.20 kg   | 202       |
| qnrywnttry                | Parcel         | No    | 62252.18   | $125.21 | 52.47 kg   | 849       |
| qnxzgsfrrjdexwkksbdnmet   | Truck Delivery | No    | Special    | $50.00  | 2.19 kg    | 724       |
| qpoilyodkmntfzpnyefbpup   | Parcel         | No    | 264323.18  | $367.46 | 85.94 kg   | 808       |
| qpqtxtucrorysmgt          | Envelope       | No    | 846.33     | $8.04   | 37.40 kg   | 562       |
| qrcddiuteiojw             | Truck Delivery | No    | Special    | $246.34 | 263.61 kg  | 11        |
| qrrfpviandf               | Envelope       | No    | 851.02     | $8.09   | 10.93 kg   | 1021      |
| qrtwlsiffkapackjhc        | Envelope       | No    | 927.66     | $8.85   | 67.91 kg   | 938       |
| qrxrpfkctijgdkpqskwwoi    | Envelope       | No    | 76.34      | $2.00   | 4.76 kg    | 736       |
| qsnhgcgbaiosrkher         | Truck Delivery | No    | Special    | $107.61 | 148.00 kg  | 709       |
| qvqwlytewacbadomhgnkqgla  | Truck Delivery | No    | Special    | $139.44 | 174.53 kg  | 867       |
| qvscuiktg                 | Truck Delivery | No    | Special    | $50.00  | 53.54 kg   | 897       |
| qvubpyjmni                | Envelope       | No    | 89.32      | $2.00   | 57.88 kg   | 913       |
| qwybnajfgrcv              | Envelope       | No    | 662.80     | $6.20   | 45.88 kg   | 1005      |
| qxmkh                     | Envelope       | No    | 1318.79    | $12.76  | 9.77 kg    | 739       |
| qybcfrmnzrslrdexupsxuhac  | Parcel         | No    | 33629.74   | $65.05  | 26.19 kg   | 627       |
| qyecztozoabnanhrrb        | Envelope       | No    | 284.77     | $2.42   | 61.33 kg   | 191       |
| qyjzginrnnzwacxxae        | Truck Delivery | No    | Special    | $208.19 | 231.83 kg  | 74        |
| qylkmn                    | Parcel         | No    | 20497.54   | $121.27 | 83.98 kg   | 820       |
| qypfiiyzu                 | Truck Delivery | No    | Special    | $250.90 | 267.42 kg  | 688       |
| qyqisvclpohq              | Envelope       | No    | 33.00      | $2.00   | 40.95 kg   | 978       |
| qywoh                     | Truck Delivery | No    | Special    | $322.26 | 326.89 kg  | 611       |
| qzfdimsr                  | Truck Delivery | No    | Special    | $264.51 | 278.76 kg  | 356       |
| qzsqtijvcwnpflrlukdiao    | Parcel         | No    | 356.27     | $78.35  | 65.00 kg   | 259       |
| qzzffskdokroszvjztrq      | Truck Delivery | No    | Special    | $306.18 | 313.48 kg  | 788       |
| rbirdvslyhrsehxzuenmsdpa  | Envelope       | No    | 1189.23    | $11.47  | 56.72 kg   | 661       |
| rbvez                     | Parcel         | No    | 15745.12   | $90.25  | 62.09 kg   | 525       |
| rbzhrcggoewvrxbwyszbl     | Envelope       | No    | 233.32     | $2.00   | 43.32 kg   | 495       |
| rcxjabnlkdikay            | Parcel         | No    | 12738.91   | $102.29 | 74.62 kg   | 852       |
| rduunaqxkfxinhsouikqwh    | Parcel         | No    | 33199.42   | $136.17 | 85.80 kg   | 762       |
| revhhwnxswkbduuflaol      | Truck Delivery | No    | Special    | $50.00  | 41.00 kg   | 914       |
| rezgctqi                  | Truck Delivery | No    | Special    | $50.00  | 26.13 kg   | 759       |
| rfiaa                     | Envelope       | No    | 1326.03    | $12.84  | 53.11 kg   | 984       |
| rfiefaabradqeelkp         | Truck Delivery | No    | Special    | $294.46 | 303.72 kg  | 460       |
| rfzqsxpppsewxwn           | Parcel         | No    | 50398.94   | $166.43 | 96.69 kg   | 748       |
| rgdlwxfaigayrueicufdi     | Envelope       | No    | 335.27     | $2.93   | 9.84 kg    | 157       |
| rgfxvuqjoyrve             | Envelope       | No    | 1259.98    | $12.17  | 12.42 kg   | 790       |
| riswtbr                   | Parcel         | No    | 9761.95    | $120.16 | 92.00 kg   | 43        |
| rjbxphoohpkwqyuhrqz       | Envelope       | No    | 480.09     | $4.38   | 24.83 kg   | 27        |
| rjtdopvzdzceeksiiwsqzi    | Truck Delivery | No    | Special    | $131.68 | 168.07 kg  | 915       |
| rjyngl                    | Parcel         | No    | 11661.45   | $116.94 | 87.73 kg   | 592       |
| rkcyfdxkmtu               | Parcel         | No    | 57668.33   | $90.71  | 27.54 kg   | 550       |
| rlkjapymuzrphz            | Parcel         | No    | 148889.56  | $162.01 | 10.94 kg   | 411       |
| rltmymhysoicwuohfere      | Envelope       | No    | 346.07     | $3.04   | 75.44 kg   | 340       |
| rmfzgpzpoltvnbmvwthj      | Truck Delivery | No    | Special    | $136.17 | 171.80 kg  | 574       |
| rmqhucgo                  | Truck Delivery | No    | Special    | $124.72 | 162.27 kg  | 547       |
| rocyyucclqzcxtawhxkhalpu  | Parcel         | No    | 382248.15  | $468.46 | 71.84 kg   | 577       |
| roertes                   | Truck Delivery | No    | Special    | $50.00  | 72.07 kg   | 649       |
| rokqmjszjwsdgcofglcq      | Parcel         | No    | 342591.68  | $447.69 | 87.58 kg   | 506       |
| romdxllubryyeshq          | Envelope       | No    | 1268.45    | $12.26  | 95.15 kg   | 201       |
| rotqpoxmwhhwewnv          | Parcel         | No    | 1907.93    | $109.55 | 89.70 kg   | 207       |
| rovfichqnivfjzauqfdft     | Truck Delivery | No    | Special    | $50.00  | 67.98 kg   | 159       |
| rovjcd                    | Parcel         | No    | 252860.76  | $320.96 | 56.75 kg   | 177       |
| rpweus                    | Parcel         | No    | 49895.06   | $61.45  | 9.63 kg    | 798       |
| rqhmmjvrwjslmoaqvn        | Parcel         | No    | 1497.65    | $91.89  | 75.33 kg   | 961       |
| rsdanmnhig                | Parcel         | No    | 185792.64  | $287.58 | 84.83 kg   | 793       |
| rsqrcopnnpku              | Parcel         | No    | 139.60     | $25.57  | 21.20 kg   | 475       |
| rtqhfonlk                 | Parcel         | No    | 272803.75  | $301.51 | 23.93 kg   | 947       |
| rukkki                    | Envelope       | No    | 11.95      | $2.00   | 64.30 kg   | 322       |
| ruucocig                  | Parcel         | No    | 3959.81    | $51.81  | 39.88 kg   | 700       |
| rvfnkkmsdbuhvhfqtdvtn     | Envelope       | No    | 1437.69    | $13.95  | 27.86 kg   | 330       |
| rvwpmibhhyffuvkoukdw      | Truck Delivery | No    | Special    | $217.37 | 239.47 kg  | 388       |
| rwcdtgzmhmspil            | Parcel         | No    | 19318.17   | $53.02  | 28.09 kg   | 945       |
| rwdnposrjg                | Truck Delivery | No    | Special    | $220.67 | 242.22 kg  | 205       |
| rwlmxwgcnoyzmmyovrtepq    | Envelope       | No    | 1771.31    | $17.29  | 22.63 kg   | 551       |
| rxlonvkxzecxepkmzzg       | Parcel         | No    | 528478.18  | $575.09 | 38.84 kg   | 281       |
| rxsfwrbuvdunvd            | Parcel         | No    | 123011.10  | $155.01 | 26.67 kg   | 932       |
| rzaxqmomsyhgagiu          | Parcel         | No    | 14209.80   | $28.66  | 12.05 kg   | 181       |
| rzfcbtseplkgwfkhrouoysrw  | Envelope       | No    | 517.82     | $4.75   | 62.04 kg   | 173       |
| rzvja                     | Truck Delivery | No    | Special    | $303.57 | 311.30 kg  | 1001      |
| samqazhlndnvi             | Truck Delivery | No    | Special    | $50.00  | 15.27 kg   | 239       |
| sbxjvotjvj                | Parcel         | No    | 4531.26    | $96.71  | 76.82 kg   | 557       |
| scmpsajlfvgu              | Truck Delivery | No    | Special    | $50.00  | 50.75 kg   | 12        |
| scrhjotyc                 | Envelope       | No    | 351.91     | $3.09   | 46.40 kg   | 303       |
| sdcxxyrghr                | Envelope       | No    | 678.82     | $6.36   | 54.75 kg   | 454       |
| seffunqpkfnnbecbbcjpdy    | Parcel         | No    | 77887.89   | $95.17  | 14.41 kg   | 137       |
| sfecfjgcekvflcczwaxsth    | Truck Delivery | No    | Special    | $205.07 | 229.22 kg  | 967       |
| sfqdj                     | Parcel         | No    | 7736.94    | $23.51  | 13.15 kg   | 953       |
| sgeueivkrnezumcir         | Envelope       | No    | 674.39     | $6.32   | 14.81 kg   | 581       |
| sgwthhilgdhzfzaxad        | Parcel         | No    | 75735.98   | $166.88 | 75.95 kg   | 355       |
| shakgdvhc                 | Envelope       | No    | 765.06     | $7.23   | 27.94 kg   | 344       |
| shfroefwsjrxjhg           | Truck Delivery | No    | Special    | $50.00  | 95.15 kg   | 39        |
| shtepejvtznhvpfh          | Envelope       | No    | 160.75     | $2.00   | 16.25 kg   | 646       |
| siyhtyavoxhtapyektuatpr   | Envelope       | No    | 369.75     | $3.27   | 7.56 kg    | 401       |
| sjbcxq                    | Envelope       | No    | 360.34     | $3.18   | 4.60 kg    | 783       |
| sjbjulusjtyynq            | Parcel         | No    | 8100.27    | $80.47  | 60.31 kg   | 601       |
| skfkadch                  | Parcel         | No    | 53552.88   | $61.85  | 6.92 kg    | 673       |
| skgaplcjjltqtr            | Parcel         | No    | 18286.42   | $28.61  | 8.61 kg    | 598       |
| slmcrfipq                 | Parcel         | No    | 22062.05   | $135.45 | 94.48 kg   | 596       |
| slpftyqvpdgnvcrmtwrmft    | Parcel         | No    | 14568.08   | $22.21  | 6.37 kg    | 983       |
| slrcgsqhvdehnjljkwomi     | Parcel         | No    | 440336.96  | $533.04 | 77.26 kg   | 844       |
| slrkvwpnvgzmiizwudwdfzlkt | Envelope       | No    | 275.25     | $2.33   | 0.42 kg    | 133       |
| smthyhloxnwueeosiu        | Truck Delivery | No    | Special    | $291.47 | 301.23 kg  | 857       |
| snsnqivmvubcwt            | Parcel         | No    | 27901.67   | $47.14  | 16.04 kg   | 115       |
| sntzzioxauwzkjzhzdfw      | Envelope       | No    | 231.01     | $2.00   | 84.87 kg   | 632       |
| soqdjfqtexyr              | Envelope       | No    | 28.36      | $2.00   | 36.68 kg   | 381       |
| sosyqhquhkjcjyugtedogfur  | Parcel         | No    | 66207.64   | $95.30  | 24.25 kg   | 350       |
| spizhwzizcyuce            | Parcel         | No    | 196519.64  | $307.33 | 92.34 kg   | 271       |
| spofghfozqvlqfxwwkmfxd    | Parcel         | No    | 185721.04  | $199.35 | 11.36 kg   | 50        |
| spqrpiyqwrttsnmdzndhwg    | Truck Delivery | No    | Special    | $107.73 | 148.11 kg  | 1004      |
| sqlhlanroccwzlikumoyyok   | Parcel         | No    | 196200.95  | $224.52 | 23.60 kg   | 652       |
| sqzmynmhemhwppvnwn        | Parcel         | No    | 173476.54  | $268.39 | 79.09 kg   | 738       |
| stgjojubpmg               | Parcel         | No    | 57565.35   | $140.31 | 68.95 kg   | 830       |
| stqocw                    | Envelope       | No    | 157.94     | $2.00   | 61.68 kg   | 626       |
| suvzwztjrwovttlnkznq      | Parcel         | No    | 62431.36   | $136.68 | 61.88 kg   | 418       |
| svknhkw                   | Truck Delivery | No    | Special    | $209.09 | 232.58 kg  | 104       |
| svwsrenzkycxfxt           | Parcel         | No    | 106785.32  | $222.68 | 96.58 kg   | 4         |
| swfzsdbvqid               | Parcel         | No    | 72833.53   | $163.78 | 75.79 kg   | 223       |
| switdptpc                 | Truck Delivery | No    | Special    | $206.87 | 230.72 kg  | 47        |
| sxtwwta                   | Envelope       | No    | 145.10     | $2.00   | 35.65 kg   | 118       |
| szmsrzq                   | Truck Delivery | No    | Special    | $50.00  | 88.51 kg   | 589       |
| szsgcezwapq               | Parcel         | No    | 541139.81  | $572.90 | 26.46 kg   | 176       |
| szxsbziyrvgqmlu           | Parcel         | No    | 7490.42    | $15.48  | 6.66 kg    | 172       |
| szyspdaao                 | Parcel         | No    | 41052.52   | $151.51 | 92.05 kg   | 328       |
| taphnrvntgnrj             | Parcel         | No    | 121505.93  | $176.56 | 45.88 kg   | 916       |
| tbfjtpqdljheh             | Parcel         | No    | 8697.99    | $48.72  | 33.36 kg   | 398       |
| tbkjmcnvasajvpwwtz        | Truck Delivery | No    | Special    | $283.78 | 294.82 kg  | 1012      |
| tbokvducnmenpqkxdlk       | Envelope       | No    | 770.25     | $7.28   | 44.18 kg   | 965       |
| tcaytbtuzdtwsysjr         | Parcel         | No    | 454242.43  | $499.30 | 37.54 kg   | 519       |
| tcdlpqmvjifvg             | Envelope       | No    | 582.39     | $5.40   | 89.82 kg   | 141       |
| tchcolineiytymrjscyoeivdy | Envelope       | No    | 646.39     | $6.04   | 8.25 kg    | 360       |
| tcukepzshkljugggekjdqzje  | Truck Delivery | No    | Special    | $143.27 | 177.72 kg  | 18        |
| tcvfx                     | Parcel         | No    | 100849.52  | $187.35 | 72.08 kg   | 111       |
| tdmkapspb                 | Truck Delivery | No    | Special    | $265.37 | 279.48 kg  | 567       |
| tdoxqtekiwwurz            | Parcel         | No    | 117086.49  | $231.21 | 95.11 kg   | 263       |
| tdqlahyggyljddj           | Parcel         | No    | 2378.70    | $8.88   | 5.42 kg    | 101       |
| tejlr                     | Envelope       | No    | 404.11     | $3.62   | 66.77 kg   | 474       |
| teosbnbfvutgh             | Parcel         | No    | 480616.00  | $557.16 | 63.79 kg   | 702       |
| tesjwhdizcobzcnfwlqi      | Envelope       | No    | 108.20     | $2.00   | 61.38 kg   | 14        |
| teuvczvicthr              | Truck Delivery | No    | Special    | $147.99 | 181.66 kg  | 156       |
| tfaveopszrnkvnehr         | Parcel         | No    | 52552.48   | $111.23 | 48.90 kg   | 412       |
| tfdrclzmshg               | Truck Delivery | No    | Special    | $143.94 | 178.28 kg  | 630       |
| tfjynqmgzagbkwekkouxdcyn  | Parcel         | No    | 8360.67    | $96.54  | 73.48 kg   | 279       |
| tgjop                     | Envelope       | No    | 33.92      | $2.00   | 28.35 kg   | 25        |
| tguxesidrnww              | Truck Delivery | No    | Special    | $314.57 | 320.48 kg  | 325       |
| thfxsmxj                  | Truck Delivery | No    | Special    | $70.03  | 116.69 kg  | 354       |
| thtopotmi                 | Truck Delivery | No    | Special    | $50.00  | 11.57 kg   | 182       |
| thuaorsgapjklmfbiz        | Envelope       | No    | 664.42     | $6.22   | 6.49 kg    | 728       |
| tigpqmwfon                | Truck Delivery | No    | Special    | $60.46  | 108.72 kg  | 515       |
| tiqrzmnuves               | Envelope       | No    | 834.36     | $7.92   | 22.11 kg   | 778       |
| tjhyezkyhpfxwgp           | Parcel         | No    | 571.82     | $64.39  | 53.18 kg   | 267       |
| tjqfjkh                   | Truck Delivery | No    | Special    | $77.83  | 123.19 kg  | 617       |
| tjufsturtjhudpetsgrzuig   | Parcel         | No    | 339018.71  | $356.39 | 14.48 kg   | 329       |
| tkvbhgfseiexvjvwwkasym    | Envelope       | No    | 715.72     | $6.73   | 81.98 kg   | 643       |
| tliauyi                   | Truck Delivery | No    | Special    | $50.00  | 33.56 kg   | 513       |
| tlotcpbnyfhejegcm         | Envelope       | No    | 113.88     | $2.00   | 12.21 kg   | 318       |
| tltfaegzie                | Parcel         | No    | 38787.89   | $118.01 | 66.01 kg   | 804       |
| tmsckmaalkicsn            | Envelope       | No    | 178.38     | $2.00   | 56.09 kg   | 185       |
| tmzdykljyqgded            | Envelope       | No    | 626.47     | $5.84   | 47.75 kg   | 887       |
| tneuiqubpgugwgnmikdwick   | Parcel         | No    | 26514.19   | $91.50  | 54.16 kg   | 212       |
| tnhodtonpyzwotkgngu       | Envelope       | No    | 53.34      | $2.00   | 32.77 kg   | 122       |
| tosdjki                   | Parcel         | No    | 134142.87  | $178.45 | 36.93 kg   | 744       |
| tpouah                    | Envelope       | No    | 869.05     | $8.27   | 96.79 kg   | 252       |
| tssfwuqbysrtfw            | Truck Delivery | No    | Special    | $105.51 | 146.25 kg  | 760       |
| tsspaqn                   | Truck Delivery | No    | Special    | $50.00  | 26.95 kg   | 143       |
| tuoxrajvprecwgxxpsw       | Parcel         | No    | 23661.86   | $119.63 | 79.98 kg   | 127       |
| tvllkfvte                 | Envelope       | No    | 75.69      | $2.00   | 90.83 kg   | 452       |
| tvpmxcvdgsnne             | Envelope       | No    | 390.87     | $3.48   | 44.52 kg   | 977       |
| tvppazhltjqvcclpezts      | Envelope       | No    | 680.80     | $6.38   | 58.65 kg   | 206       |
| twnrpsfnwepphzlz          | Parcel         | No    | 116196.78  | $164.44 | 40.20 kg   | 877       |
| twrxunnu                  | Parcel         | No    | 20894.28   | $71.66  | 42.31 kg   | 712       |
| txdrnklsmdu               | Truck Delivery | No    | Special    | $79.88  | 124.90 kg  | 403       |
| txrprxznx                 | Envelope       | No    | 508.64     | $4.66   | 51.82 kg   | 871       |
| txscjbpawnhbski           | Truck Delivery | No    | Special    | $50.00  | 57.00 kg   | 595       |
| tzqwzggtl                 | Envelope       | No    | 409.00     | $3.67   | 31.27 kg   | 424       |
| uakgfgxldtisbctkgnthczy   | Parcel         | No    | 57534.83   | $159.88 | 85.29 kg   | 957       |
| ubqqdofehh                | Parcel         | No    | 16857.30   | $133.38 | 97.11 kg   | 566       |
| ubvjsebalwnksvloidzfpi    | Truck Delivery | No    | Special    | $275.64 | 288.04 kg  | 152       |
| uccefeehuqtjqwzphiwo      | Envelope       | No    | 656.43     | $6.14   | 24.32 kg   | 752       |
| ufsikdvwyrizublbbgw       | Truck Delivery | No    | Special    | $79.79  | 124.83 kg  | 605       |
| ugroohrhu                 | Truck Delivery | No    | Special    | $201.22 | 226.02 kg  | 266       |
| uhlyoebcgnsqfzxxwgliue    | Parcel         | No    | 7410.31    | $56.49  | 40.90 kg   | 335       |
| uhtainkebb                | Parcel         | No    | 28782.30   | $146.70 | 98.26 kg   | 331       |
| ujidxymedewdmmadbr        | Truck Delivery | No    | Special    | $81.46  | 126.22 kg  | 812       |
| ukqhharjow                | Envelope       | No    | 86.36      | $2.00   | 51.20 kg   | 963       |
| ulcyjeflloqzhltmgtujdc    | Truck Delivery | No    | Special    | $303.70 | 311.42 kg  | 317       |
| ulffd                     | Parcel         | No    | 1215.07    | $96.77  | 79.62 kg   | 907       |
| ulvqtammemhq              | Truck Delivery | No    | Special    | $85.03  | 129.19 kg  | 484       |
| ummwrhylyjlbuw            | Truck Delivery | No    | Special    | $188.31 | 215.25 kg  | 782       |
| upchynvzhcpqugriwniqxdfj  | Parcel         | No    | 370.29     | $79.37  | 65.83 kg   | 83        |
| uqbyv                     | Envelope       | No    | 449.55     | $4.07   | 19.20 kg   | 200       |
| ursbvobdgiqqim            | Parcel         | No    | 6080.62    | $120.64 | 95.47 kg   | 730       |
| ursqgsczvhhujzumigofhwb   | Envelope       | No    | 654.83     | $6.12   | 21.26 kg   | 209       |
| uscrldurennl              | Parcel         | No    | 80533.34   | $131.43 | 42.41 kg   | 436       |
| usgfwidxtseolrxg          | Parcel         | No    | 271922.78  | $344.71 | 60.66 kg   | 946       |
| usswafken                 | Parcel         | No    | 11854.24   | $113.23 | 84.48 kg   | 502       |
| utafrsvpphuraaaixztwdyruu | Truck Delivery | No    | Special    | $127.37 | 164.47 kg  | 245       |
| utvccep                   | Truck Delivery | No    | Special    | $124.53 | 162.11 kg  | 722       |
| uubcpyfikgqtufvqqevcpcj   | Parcel         | No    | 51149.18   | $52.22  | 0.90 kg    | 478       |
| uudqbhmknhfxaxqxkjlzzqt   | Parcel         | No    | 64459.30   | $87.27  | 19.01 kg   | 96        |
| uverkqalnyvzzfvzyfyu      | Parcel         | No    | 136906.54  | $139.12 | 1.85 kg    | 866       |
| uvjoxyipmsgufjiwlcfywxte  | Envelope       | No    | 347.12     | $3.05   | 83.95 kg   | 341       |
| uvnxdblzdkysm             | Parcel         | No    | 11028.91   | $103.17 | 76.79 kg   | 725       |
| uwfmszm                   | Parcel         | No    | 101650.85  | $161.60 | 49.95 kg   | 800       |
| uwtzefpxpbd               | Truck Delivery | No    | Special    | $113.42 | 152.85 kg  | 618       |
| uxxzrzbmnmgqooketlyhn     | Envelope       | No    | 31.41      | $2.00   | 36.22 kg   | 10        |
| uyqprlrnqwtoteigeokd      | Parcel         | No    | 45544.28   | $154.38 | 90.69 kg   | 714       |
| uzigdljpjkog              | Parcel         | No    | 11600.71   | $74.30  | 52.25 kg   | 986       |
| uzimxe                    | Envelope       | No    | 884.22     | $8.42   | 23.02 kg   | 301       |
| vafqyxjyexdss             | Truck Delivery | No    | Special    | $90.37  | 133.64 kg  | 447       |
| vbdqxqkrf                 | Parcel         | No    | 26422.84   | $93.58  | 55.97 kg   | 732       |
| vbeflwlpbhyffhbavhfuahli  | Envelope       | No    | 937.06     | $8.95   | 27.37 kg   | 315       |
| vbozvmxobat               | Truck Delivery | No    | Special    | $196.84 | 222.36 kg  | 254       |
| vcoww                     | Parcel         | No    | 516.59     | $15.40  | 12.41 kg   | 825       |
| vdayhdbdecjjitpilypiuu    | Envelope       | No    | 79.09      | $2.00   | 65.58 kg   | 833       |
| veerenlaitvycic           | Envelope       | No    | 1129.08    | $10.87  | 91.97 kg   | 406       |
| verqnvizakozdk            | Truck Delivery | No    | Special    | $164.02 | 195.02 kg  | 784       |
| vetjedbjpah               | Parcel         | No    | 1724.59    | $73.28  | 59.63 kg   | 861       |
| vfekxqhsqcueohwpudvukjavf | Truck Delivery | No    | Special    | $50.00  | 21.73 kg   | 855       |
| vfewlicdpq                | Truck Delivery | No    | Special    | $79.61  | 124.68 kg  | 685       |
| vfphqocgijfxdoat          | Envelope       | No    | 411.11     | $3.69   | 48.34 kg   | 902       |
| vgeewqi                   | Parcel         | No    | 199225.32  | $256.64 | 47.84 kg   | 854       |
| vgmgcbutuczjugofgwkleoux  | Parcel         | No    | 173626.54  | $228.34 | 45.59 kg   | 729       |
| vhinjjdfywrwsdagmv        | Truck Delivery | No    | Special    | $50.00  | 96.62 kg   | 590       |
